pth,label
anger/image0002932.jpg,anger
anger/image0002955.jpg,anger
anger/image0002961.jpg,anger
anger/image0002976.jpg,anger
anger/image0002986.jpg,anger
anger/image0002989.jpg,contempt
anger/image0003003.jpg,sad
anger/image0003013.jpg,anger
anger/image0003016.jpg,anger
anger/image0003019.jpg,anger
anger/image0003039.jpg,anger
anger/image0003046.jpg,fear
anger/image0003049.jpg,sad
anger/image0003053.jpg,anger
anger/image0003060.jpg,disgust
anger/image0003108.jpg,anger
anger/image0003110.jpg,anger
anger/image0003112.jpg,anger
anger/image0003116.jpg,fear
anger/image0003133.jpg,anger
anger/image0003161.jpg,anger
anger/image0003202.jpg,anger
anger/image0003212.jpg,contempt
anger/image0003237.jpg,anger
anger/image0003276.jpg,disgust
anger/image0003295.jpg,anger
anger/image0003305.jpg,anger
anger/image0003308.jpg,anger
anger/image0003315.jpg,anger
anger/image0003325.jpg,anger
anger/image0003330.jpg,anger
anger/image0003351.jpg,anger
anger/image0003353.jpg,contempt
anger/image0003387.jpg,anger
anger/image0003393.jpg,surprise
anger/image0003411.jpg,anger
anger/image0003415.jpg,neutral
anger/image0003422.jpg,anger
anger/image0003428.jpg,neutral
anger/image0003455.jpg,anger
anger/image0003456.jpg,anger
anger/image0003487.jpg,anger
anger/image0003501.jpg,disgust
anger/image0003507.jpg,fear
anger/image0003519.jpg,fear
anger/image0003556.jpg,contempt
anger/image0003573.jpg,fear
anger/image0003609.jpg,anger
anger/image0003666.jpg,anger
anger/image0003669.jpg,anger
anger/image0003670.jpg,anger
anger/image0003734.jpg,anger
anger/image0003757.jpg,anger
anger/image0003762.jpg,anger
anger/image0003767.jpg,anger
anger/image0003769.jpg,anger
anger/image0003791.jpg,fear
anger/image0003820.jpg,neutral
anger/image0003823.jpg,sad
anger/image0003826.jpg,anger
anger/image0003836.jpg,anger
anger/image0003857.jpg,disgust
anger/image0003876.jpg,fear
anger/image0003916.jpg,anger
anger/image0003920.jpg,anger
anger/image0003961.jpg,disgust
anger/image0003964.jpg,anger
anger/image0003970.jpg,anger
anger/image0003971.jpg,anger
anger/image0004004.jpg,disgust
anger/image0004010.jpg,disgust
anger/image0004021.jpg,anger
anger/image0004026.jpg,anger
anger/image0004049.jpg,disgust
anger/image0004051.jpg,anger
anger/image0004065.jpg,sad
anger/image0004071.jpg,disgust
anger/image0004099.jpg,disgust
anger/image0004146.jpg,anger
anger/image0004164.jpg,anger
anger/image0004180.jpg,anger
anger/image0004181.jpg,fear
anger/image0004213.jpg,anger
anger/image0004247.jpg,anger
anger/image0004298.jpg,contempt
anger/image0004309.jpg,neutral
anger/image0004330.jpg,neutral
anger/image0004341.jpg,anger
anger/image0004342.jpg,contempt
anger/image0004345.jpg,disgust
anger/image0004357.jpg,anger
anger/image0004381.jpg,neutral
anger/image0004383.jpg,anger
anger/image0004409.jpg,fear
anger/image0004411.jpg,neutral
anger/image0004425.jpg,sad
anger/image0004445.jpg,anger
anger/image0004456.jpg,neutral
anger/image0004459.jpg,disgust
anger/image0004496.jpg,anger
anger/image0004504.jpg,happy
anger/image0004550.jpg,disgust
anger/image0004576.jpg,fear
anger/image0004588.jpg,contempt
anger/image0004609.jpg,anger
anger/image0004615.jpg,disgust
anger/image0004618.jpg,anger
anger/image0004642.jpg,anger
anger/image0004676.jpg,sad
anger/image0004680.jpg,anger
anger/image0004683.jpg,sad
anger/image0004694.jpg,disgust
anger/image0004695.jpg,anger
anger/image0004698.jpg,surprise
anger/image0004792.jpg,anger
anger/image0004816.jpg,anger
anger/image0004819.jpg,anger
anger/image0004832.jpg,anger
anger/image0004835.jpg,anger
anger/image0004845.jpg,anger
anger/image0004848.jpg,anger
anger/image0004854.jpg,sad
anger/image0004855.jpg,anger
anger/image0004860.jpg,sad
anger/image0004864.jpg,anger
anger/image0004866.jpg,anger
anger/image0004885.jpg,anger
anger/image0004921.jpg,anger
anger/image0004946.jpg,anger
anger/image0004947.jpg,anger
anger/image0004949.jpg,anger
anger/image0004952.jpg,fear
anger/image0004956.jpg,anger
anger/image0004970.jpg,sad
anger/image0004971.jpg,anger
anger/image0005041.jpg,disgust
anger/image0005070.jpg,surprise
anger/image0005102.jpg,sad
anger/image0005108.jpg,sad
anger/image0005124.jpg,anger
anger/image0005154.jpg,anger
anger/image0005156.jpg,disgust
anger/image0005190.jpg,anger
anger/image0005193.jpg,disgust
anger/image0005221.jpg,anger
anger/image0005269.jpg,anger
anger/image0005276.jpg,anger
anger/image0005298.jpg,anger
anger/image0005303.jpg,disgust
anger/image0005304.jpg,anger
anger/image0005306.jpg,disgust
anger/image0005315.jpg,anger
anger/image0005319.jpg,anger
anger/image0005334.jpg,neutral
anger/image0005347.jpg,contempt
anger/image0005366.jpg,surprise
anger/image0005380.jpg,anger
anger/image0005385.jpg,anger
anger/image0005396.jpg,neutral
anger/image0005516.jpg,anger
anger/image0005528.jpg,anger
anger/image0005558.jpg,anger
anger/image0005565.jpg,sad
anger/image0005594.jpg,fear
anger/image0005597.jpg,anger
anger/image0005603.jpg,anger
anger/image0005660.jpg,anger
anger/image0005680.jpg,anger
anger/image0005713.jpg,neutral
anger/image0005726.jpg,neutral
anger/image0005727.jpg,disgust
anger/image0005763.jpg,anger
anger/image0005773.jpg,disgust
anger/image0005785.jpg,surprise
anger/image0005819.jpg,surprise
anger/image0005857.jpg,anger
anger/image0005865.jpg,contempt
anger/image0005903.jpg,disgust
anger/image0005921.jpg,anger
anger/image0005935.jpg,anger
anger/image0005962.jpg,anger
anger/image0005981.jpg,sad
anger/image0005983.jpg,disgust
anger/image0006020.jpg,anger
anger/image0006082.jpg,fear
anger/image0006084.jpg,anger
anger/image0006147.jpg,anger
anger/image0006167.jpg,anger
anger/image0006195.jpg,fear
anger/image0006199.jpg,anger
anger/image0006211.jpg,disgust
anger/image0006224.jpg,anger
anger/image0006232.jpg,anger
anger/image0006236.jpg,anger
anger/image0006246.jpg,anger
anger/image0006258.jpg,anger
anger/image0006260.jpg,disgust
anger/image0006271.jpg,fear
anger/image0006275.jpg,anger
anger/image0006281.jpg,neutral
anger/image0006294.jpg,surprise
anger/image0006306.jpg,anger
anger/image0006322.jpg,anger
anger/image0006335.jpg,anger
anger/image0006339.jpg,contempt
anger/image0006355.jpg,anger
anger/image0006360.jpg,sad
anger/image0006364.jpg,anger
anger/image0006379.jpg,anger
anger/image0006406.jpg,anger
anger/image0006417.jpg,anger
anger/image0006477.jpg,anger
anger/image0006484.jpg,neutral
anger/image0006503.jpg,disgust
anger/image0006506.jpg,neutral
anger/image0006509.jpg,disgust
anger/image0006510.jpg,happy
anger/image0006526.jpg,fear
anger/image0006540.jpg,anger
anger/image0006544.jpg,anger
anger/image0006566.jpg,anger
anger/image0006582.jpg,disgust
anger/image0006587.jpg,anger
anger/image0006597.jpg,anger
anger/image0006601.jpg,anger
anger/image0006608.jpg,anger
anger/image0006610.jpg,disgust
anger/image0006661.jpg,anger
anger/image0006665.jpg,anger
anger/image0006689.jpg,neutral
anger/image0006699.jpg,anger
anger/image0006706.jpg,anger
anger/image0006708.jpg,anger
anger/image0006712.jpg,anger
anger/image0006756.jpg,anger
anger/image0006763.jpg,neutral
anger/image0006771.jpg,anger
anger/image0006816.jpg,anger
anger/image0006821.jpg,sad
anger/image0006834.jpg,anger
anger/image0006839.jpg,anger
anger/image0006869.jpg,neutral
anger/image0006874.jpg,anger
anger/image0006880.jpg,disgust
anger/image0006894.jpg,anger
anger/image0006895.jpg,fear
anger/image0006896.jpg,disgust
anger/image0006900.jpg,anger
anger/image0006927.jpg,anger
anger/image0006945.jpg,anger
anger/image0006960.jpg,anger
anger/image0006967.jpg,anger
anger/image0006971.jpg,anger
anger/image0006976.jpg,anger
anger/image0006986.jpg,anger
anger/image0007015.jpg,surprise
anger/image0007018.jpg,anger
anger/image0007029.jpg,anger
anger/image0007124.jpg,anger
anger/image0007125.jpg,disgust
anger/image0007138.jpg,anger
anger/image0007223.jpg,disgust
anger/image0007242.jpg,anger
anger/image0007271.jpg,anger
anger/image0007281.jpg,contempt
anger/image0007286.jpg,neutral
anger/image0007290.jpg,fear
anger/image0007308.jpg,anger
anger/image0007312.jpg,anger
anger/image0007332.jpg,disgust
anger/image0007354.jpg,sad
anger/image0007359.jpg,anger
anger/image0007366.jpg,sad
anger/image0007389.jpg,neutral
anger/image0007420.jpg,surprise
anger/image0007445.jpg,anger
anger/image0007451.jpg,disgust
anger/image0007453.jpg,fear
anger/image0007531.jpg,anger
anger/image0007566.jpg,anger
anger/image0007579.jpg,anger
anger/image0007604.jpg,anger
anger/image0007612.jpg,disgust
anger/image0007626.jpg,anger
anger/image0007630.jpg,anger
anger/image0007655.jpg,disgust
anger/image0007753.jpg,anger
anger/image0007755.jpg,contempt
anger/image0007783.jpg,sad
anger/image0007794.jpg,disgust
anger/image0007803.jpg,neutral
anger/image0007805.jpg,anger
anger/image0007807.jpg,anger
anger/image0007812.jpg,anger
anger/image0007904.jpg,anger
anger/image0007945.jpg,anger
anger/image0007954.jpg,neutral
anger/image0007958.jpg,disgust
anger/image0007988.jpg,disgust
anger/image0007993.jpg,disgust
anger/image0007995.jpg,neutral
anger/image0008010.jpg,anger
anger/image0008030.jpg,anger
anger/image0008044.jpg,anger
anger/image0008045.jpg,anger
anger/image0008055.jpg,neutral
anger/image0008086.jpg,anger
anger/image0008096.jpg,surprise
anger/image0008102.jpg,anger
anger/image0008108.jpg,anger
anger/image0008136.jpg,surprise
anger/image0008156.jpg,anger
anger/image0008202.jpg,disgust
anger/image0008210.jpg,disgust
anger/image0008218.jpg,anger
anger/image0008226.jpg,fear
anger/image0008228.jpg,anger
anger/image0008244.jpg,anger
anger/image0008255.jpg,neutral
anger/image0008289.jpg,sad
anger/image0008309.jpg,anger
anger/image0008345.jpg,anger
anger/image0008355.jpg,anger
anger/image0008411.jpg,anger
anger/image0008442.jpg,anger
anger/image0008461.jpg,anger
anger/image0008479.jpg,anger
anger/image0008480.jpg,neutral
anger/image0008528.jpg,contempt
anger/image0008538.jpg,anger
anger/image0008544.jpg,anger
anger/image0008550.jpg,anger
anger/image0008564.jpg,anger
anger/image0008605.jpg,anger
anger/image0008610.jpg,sad
anger/image0008625.jpg,anger
anger/image0008631.jpg,anger
anger/image0008645.jpg,anger
anger/image0008670.jpg,anger
anger/image0008685.jpg,neutral
anger/image0008695.jpg,sad
anger/image0008718.jpg,fear
anger/image0008770.jpg,sad
anger/image0008771.jpg,anger
anger/image0008810.jpg,contempt
anger/image0008820.jpg,anger
anger/image0008854.jpg,anger
anger/image0008856.jpg,neutral
anger/image0008857.jpg,neutral
anger/image0008871.jpg,anger
anger/image0008877.jpg,anger
anger/image0008889.jpg,neutral
anger/image0008894.jpg,anger
anger/image0008900.jpg,fear
anger/image0008921.jpg,sad
anger/image0008947.jpg,anger
anger/image0008958.jpg,disgust
anger/image0008967.jpg,contempt
anger/image0008968.jpg,anger
anger/image0008970.jpg,anger
anger/image0008971.jpg,anger
anger/image0009017.jpg,anger
anger/image0009020.jpg,anger
anger/image0009044.jpg,sad
anger/image0009055.jpg,anger
anger/image0009062.jpg,anger
anger/image0009066.jpg,fear
anger/image0009076.jpg,disgust
anger/image0009099.jpg,anger
anger/image0009116.jpg,disgust
anger/image0009121.jpg,neutral
anger/image0009130.jpg,anger
anger/image0009140.jpg,anger
anger/image0009157.jpg,anger
anger/image0009171.jpg,anger
anger/image0009177.jpg,anger
anger/image0009209.jpg,anger
anger/image0009245.jpg,anger
anger/image0009249.jpg,anger
anger/image0009259.jpg,anger
anger/image0009264.jpg,anger
anger/image0009270.jpg,disgust
anger/image0009273.jpg,anger
anger/image0009286.jpg,anger
anger/image0009302.jpg,sad
anger/image0009322.jpg,anger
anger/image0009337.jpg,anger
anger/image0009343.jpg,disgust
anger/image0009347.jpg,disgust
anger/image0009349.jpg,contempt
anger/image0009370.jpg,anger
anger/image0009379.jpg,anger
anger/image0009395.jpg,anger
anger/image0009404.jpg,neutral
anger/image0009421.jpg,anger
anger/image0009439.jpg,anger
anger/image0009474.jpg,disgust
anger/image0009475.jpg,anger
anger/image0009492.jpg,surprise
anger/image0009502.jpg,anger
anger/image0009519.jpg,anger
anger/image0009534.jpg,anger
anger/image0009551.jpg,anger
anger/image0009555.jpg,anger
anger/image0009562.jpg,happy
anger/image0009575.jpg,disgust
anger/image0009580.jpg,anger
anger/image0009603.jpg,anger
anger/image0009654.jpg,anger
anger/image0009697.jpg,anger
anger/image0009775.jpg,anger
anger/image0009777.jpg,anger
anger/image0009812.jpg,anger
anger/image0009826.jpg,anger
anger/image0009873.jpg,disgust
anger/image0009907.jpg,sad
anger/image0009909.jpg,fear
anger/image0009939.jpg,anger
anger/image0009942.jpg,anger
anger/image0009950.jpg,anger
anger/image0009997.jpg,anger
anger/image0010000.jpg,anger
anger/image0010001.jpg,anger
anger/image0010004.jpg,anger
anger/image0010007.jpg,anger
anger/image0010009.jpg,neutral
anger/image0010015.jpg,disgust
anger/image0010050.jpg,sad
anger/image0010092.jpg,disgust
anger/image0010110.jpg,disgust
anger/image0010113.jpg,disgust
anger/image0010125.jpg,anger
anger/image0010130.jpg,anger
anger/image0010135.jpg,anger
anger/image0010142.jpg,anger
anger/image0010151.jpg,anger
anger/image0010162.jpg,anger
anger/image0010169.jpg,neutral
anger/image0010214.jpg,anger
anger/image0010232.jpg,fear
anger/image0010245.jpg,anger
anger/image0010268.jpg,anger
anger/image0010279.jpg,anger
anger/image0010288.jpg,anger
anger/image0010290.jpg,anger
anger/image0010305.jpg,fear
anger/image0010321.jpg,anger
anger/image0010329.jpg,disgust
anger/image0010431.jpg,anger
anger/image0010473.jpg,anger
anger/image0010491.jpg,anger
anger/image0010503.jpg,anger
anger/image0010510.jpg,anger
anger/image0010520.jpg,anger
anger/image0010522.jpg,anger
anger/image0010547.jpg,sad
anger/image0010569.jpg,anger
anger/image0010585.jpg,anger
anger/image0010590.jpg,anger
anger/image0010600.jpg,anger
anger/image0010601.jpg,anger
anger/image0010609.jpg,anger
anger/image0010613.jpg,anger
anger/image0010657.jpg,neutral
anger/image0010660.jpg,neutral
anger/image0010707.jpg,anger
anger/image0010724.jpg,anger
anger/image0010727.jpg,neutral
anger/image0010737.jpg,disgust
anger/image0010742.jpg,anger
anger/image0010755.jpg,anger
anger/image0010758.jpg,anger
anger/image0010760.jpg,anger
anger/image0010776.jpg,anger
anger/image0010797.jpg,anger
anger/image0010802.jpg,disgust
anger/image0010824.jpg,anger
anger/image0010836.jpg,fear
anger/image0010849.jpg,disgust
anger/image0010859.jpg,anger
anger/image0010864.jpg,anger
anger/image0010873.jpg,anger
anger/image0010887.jpg,anger
anger/image0010948.jpg,disgust
anger/image0010984.jpg,disgust
anger/image0010990.jpg,disgust
anger/image0010992.jpg,neutral
anger/image0011033.jpg,anger
anger/image0011040.jpg,anger
anger/image0011053.jpg,anger
anger/image0011091.jpg,neutral
anger/image0011097.jpg,anger
anger/image0011100.jpg,neutral
anger/image0011118.jpg,anger
anger/image0011127.jpg,disgust
anger/image0011152.jpg,neutral
anger/image0011180.jpg,anger
anger/image0011187.jpg,anger
anger/image0011209.jpg,anger
anger/image0011254.jpg,anger
anger/image0011274.jpg,anger
anger/image0011280.jpg,anger
anger/image0011283.jpg,anger
anger/image0011291.jpg,anger
anger/image0011356.jpg,anger
anger/image0011372.jpg,anger
anger/image0011375.jpg,anger
anger/image0011404.jpg,anger
anger/image0011411.jpg,fear
anger/image0011417.jpg,anger
anger/image0011481.jpg,anger
anger/image0011488.jpg,anger
anger/image0011525.jpg,anger
anger/image0011569.jpg,anger
anger/image0011575.jpg,anger
anger/image0011591.jpg,disgust
anger/image0011595.jpg,anger
anger/image0011596.jpg,contempt
anger/image0011609.jpg,contempt
anger/image0011725.jpg,anger
anger/image0011726.jpg,anger
anger/image0011730.jpg,surprise
anger/image0011757.jpg,anger
anger/image0011770.jpg,anger
anger/image0011777.jpg,neutral
anger/image0011790.jpg,anger
anger/image0011807.jpg,disgust
anger/image0011813.jpg,anger
anger/image0011819.jpg,anger
anger/image0011826.jpg,anger
anger/image0011831.jpg,anger
anger/image0011843.jpg,neutral
anger/image0011869.jpg,anger
anger/image0011877.jpg,anger
anger/image0011938.jpg,anger
anger/image0011953.jpg,anger
anger/image0011973.jpg,anger
anger/image0011974.jpg,anger
anger/image0011986.jpg,contempt
anger/image0011988.jpg,anger
anger/image0012043.jpg,anger
anger/image0012060.jpg,disgust
anger/image0012073.jpg,anger
anger/image0012085.jpg,anger
anger/image0012090.jpg,anger
anger/image0012101.jpg,neutral
anger/image0012105.jpg,contempt
anger/image0012107.jpg,anger
anger/image0012110.jpg,contempt
anger/image0012111.jpg,anger
anger/image0012119.jpg,neutral
anger/image0012125.jpg,anger
anger/image0012134.jpg,sad
anger/image0012161.jpg,disgust
anger/image0012164.jpg,contempt
anger/image0012173.jpg,anger
anger/image0012202.jpg,neutral
anger/image0012217.jpg,disgust
anger/image0012224.jpg,anger
anger/image0012225.jpg,anger
anger/image0012235.jpg,anger
anger/image0012248.jpg,disgust
anger/image0012251.jpg,anger
anger/image0012265.jpg,fear
anger/image0012268.jpg,sad
anger/image0012274.jpg,anger
anger/image0012281.jpg,anger
anger/image0012282.jpg,neutral
anger/image0012289.jpg,sad
anger/image0012310.jpg,anger
anger/image0012314.jpg,anger
anger/image0012319.jpg,anger
anger/image0012320.jpg,anger
anger/image0012323.jpg,anger
anger/image0012330.jpg,anger
anger/image0012331.jpg,anger
anger/image0012357.jpg,anger
anger/image0012365.jpg,anger
anger/image0012369.jpg,anger
anger/image0012379.jpg,anger
anger/image0012384.jpg,anger
anger/image0012395.jpg,anger
anger/image0012405.jpg,sad
anger/image0012408.jpg,anger
anger/image0012413.jpg,disgust
anger/image0012429.jpg,anger
anger/image0012437.jpg,disgust
anger/image0012443.jpg,anger
anger/image0012453.jpg,anger
anger/image0012456.jpg,anger
anger/image0012464.jpg,anger
anger/image0012473.jpg,anger
anger/image0012484.jpg,happy
anger/image0012485.jpg,anger
anger/image0012508.jpg,disgust
anger/image0012536.jpg,disgust
anger/image0012539.jpg,anger
anger/image0012552.jpg,anger
anger/image0012573.jpg,anger
anger/image0012579.jpg,anger
anger/image0012582.jpg,anger
anger/image0012588.jpg,anger
anger/image0012602.jpg,contempt
anger/image0012618.jpg,disgust
anger/image0012639.jpg,anger
anger/image0012648.jpg,surprise
anger/image0012663.jpg,anger
anger/image0012673.jpg,anger
anger/image0012677.jpg,neutral
anger/image0012695.jpg,anger
anger/image0012707.jpg,anger
anger/image0012719.jpg,anger
anger/image0012748.jpg,anger
anger/image0012763.jpg,anger
anger/image0012775.jpg,anger
anger/image0012807.jpg,happy
anger/image0012814.jpg,sad
anger/image0012827.jpg,anger
anger/image0012838.jpg,disgust
anger/image0012853.jpg,anger
anger/image0012884.jpg,anger
anger/image0012890.jpg,anger
anger/image0012892.jpg,anger
anger/image0012908.jpg,anger
anger/image0012920.jpg,neutral
anger/image0012928.jpg,anger
anger/image0012939.jpg,anger
anger/image0012944.jpg,anger
anger/image0012969.jpg,anger
anger/image0012970.jpg,happy
anger/image0012994.jpg,anger
anger/image0013009.jpg,anger
anger/image0013015.jpg,surprise
anger/image0013025.jpg,anger
anger/image0013044.jpg,disgust
anger/image0013049.jpg,anger
anger/image0013063.jpg,anger
anger/image0013065.jpg,anger
anger/image0013071.jpg,neutral
anger/image0013072.jpg,anger
anger/image0013078.jpg,anger
anger/image0013090.jpg,anger
anger/image0013098.jpg,anger
anger/image0013102.jpg,anger
anger/image0013165.jpg,anger
anger/image0013175.jpg,anger
anger/image0013193.jpg,anger
anger/image0013195.jpg,neutral
anger/image0013201.jpg,fear
anger/image0013203.jpg,anger
anger/image0013205.jpg,anger
anger/image0013222.jpg,neutral
anger/image0013231.jpg,disgust
anger/image0013232.jpg,surprise
anger/image0013240.jpg,anger
anger/image0013245.jpg,anger
anger/image0013247.jpg,anger
anger/image0013248.jpg,anger
anger/image0013257.jpg,disgust
anger/image0013259.jpg,anger
anger/image0013279.jpg,anger
anger/image0013282.jpg,anger
anger/image0013284.jpg,anger
anger/image0013300.jpg,anger
anger/image0013312.jpg,anger
anger/image0013322.jpg,anger
anger/image0013326.jpg,anger
anger/image0013329.jpg,anger
anger/image0013343.jpg,anger
anger/image0013345.jpg,anger
anger/image0013349.jpg,anger
anger/image0013356.jpg,anger
anger/image0013358.jpg,anger
anger/image0013374.jpg,disgust
anger/image0013378.jpg,anger
anger/image0013385.jpg,anger
anger/image0013395.jpg,anger
anger/image0013411.jpg,anger
anger/image0013429.jpg,anger
anger/image0013431.jpg,sad
anger/image0013437.jpg,surprise
anger/image0013445.jpg,anger
anger/image0013455.jpg,anger
anger/image0013462.jpg,anger
anger/image0013469.jpg,neutral
anger/image0013481.jpg,anger
anger/image0013485.jpg,anger
anger/image0013486.jpg,anger
anger/image0013498.jpg,sad
anger/image0013502.jpg,disgust
anger/image0013514.jpg,disgust
anger/image0013519.jpg,disgust
anger/image0013550.jpg,anger
anger/image0013571.jpg,fear
anger/image0013578.jpg,disgust
anger/image0013588.jpg,anger
anger/image0013591.jpg,anger
anger/image0013615.jpg,anger
anger/image0013627.jpg,anger
anger/image0013638.jpg,anger
anger/image0013642.jpg,anger
anger/image0013644.jpg,sad
anger/image0013666.jpg,anger
anger/image0013678.jpg,disgust
anger/image0013692.jpg,anger
anger/image0013705.jpg,anger
anger/image0013733.jpg,anger
anger/image0013743.jpg,anger
anger/image0013747.jpg,anger
anger/image0013752.jpg,anger
anger/image0013767.jpg,neutral
anger/image0013783.jpg,neutral
anger/image0013784.jpg,anger
anger/image0013786.jpg,neutral
anger/image0013790.jpg,anger
anger/image0013826.jpg,neutral
anger/image0013831.jpg,neutral
anger/image0013835.jpg,anger
anger/image0013853.jpg,anger
anger/image0013857.jpg,anger
anger/image0013864.jpg,anger
anger/image0013869.jpg,contempt
anger/image0013872.jpg,anger
anger/image0013875.jpg,anger
anger/image0013877.jpg,anger
anger/image0013881.jpg,anger
anger/image0013899.jpg,anger
anger/image0013900.jpg,neutral
anger/image0013912.jpg,anger
anger/image0013918.jpg,disgust
anger/image0013929.jpg,anger
anger/image0013974.jpg,anger
anger/image0013986.jpg,anger
anger/image0014003.jpg,anger
anger/image0014009.jpg,anger
anger/image0014011.jpg,anger
anger/image0014027.jpg,disgust
anger/image0014029.jpg,anger
anger/image0014033.jpg,anger
anger/image0014035.jpg,anger
anger/image0014040.jpg,anger
anger/image0014041.jpg,anger
anger/image0014051.jpg,sad
anger/image0014066.jpg,anger
